YEAR,LOCATION,COMMODITY,AREA HARVESTED in ACRES,AREA PLANTED in ACRES,PRODUCTION in $,AREA LOST
2010,FLORIDA,CORN,"55,000","60,000","12,808,000","5,000"
2010,FLORIDA,COTTON,"89,000","92,000","53,097,000","3,000"
2010,FLORIDA,SOYBEANS,"23,000","25,000","7,590,000","2,000"
2010,FLORIDA,WHEAT,"7,000","12,000","1,435,000","5,000"
2010,GEORGIA,CORN,"290,000","295,000","212,832,000","5,000"
2010,GEORGIA,COTTON,"1,315,000","1,330,000","980,640,000","15,000"
2010,GEORGIA,SOYBEANS,"255,000","270,000","77,571,000","15,000"
2010,GEORGIA,WHEAT,"102,000","150,000","20,400,000","48,000"
2010,LOUISIANA,CORN,"505,000","510,000","343,000,000","5,000"
2010,LOUISIANA,COTTON,"249,000","255,000","169,906,000","6,000"
2010,LOUISIANA,SOYBEANS,"1,020,000","1,030,000","439,110,000","10,000"
2010,LOUISIANA,WHEAT,"105,000","120,000","25,704,000","15,000"
2010,MISSISSIPPI,CORN,"680,000","750,000","398,194,000","70,000"
2010,MISSISSIPPI,COTTON,"410,000","420,000","321,969,000","10,000"
2010,MISSISSIPPI,SOYBEANS,"1,980,000","2,000,000","792,792,000","20,000"
2010,MISSISSIPPI,WHEAT,"90,000","115,000","19,881,000","25,000"
2010,NORTH CAROLINA,CORN,"890,000","910,000","395,959,000","20,000"
2010,NORTH CAROLINA,COTTON,"545,000","550,000","337,339,000","5,000"
2010,NORTH CAROLINA,SOYBEANS,"1,550,000","1,580,000","483,600,000","30,000"
2010,NORTH CAROLINA,WHEAT,"330,000","430,000","60,317,000","100,000"
2010,SOUTH CAROLINA,CORN,"345,000","350,000","154,489,000","5,000"
2010,SOUTH CAROLINA,COTTON,"201,000","202,000","140,774,000","1,000"
2010,SOUTH CAROLINA,SOYBEANS,"455,000","465,000","123,487,000","10,000"
2010,SOUTH CAROLINA,WHEAT,"120,000","135,000","21,600,000","15,000"
2010,TEXAS,CORN,"2,220,000","2,300,000","1,398,758,000","80,000"
2010,TEXAS,COTTON,"5,366,500","5,567,000","3,006,797,000","200,500"
2010,TEXAS,SOYBEANS,"185,000","205,000","57,720,000","20,000"
2010,TEXAS,WHEAT,"3,750,000","5,700,000","649,688,000","1,950,000"
2010,VIRGINIA,CORN,"465,000","490,000","115,066,000","25,000"
2010,VIRGINIA,COTTON,"82,000","83,000","43,140,000","1,000"
2010,VIRGINIA,SOYBEANS,"540,000","560,000","168,480,000","20,000"
2010,VIRGINIA,WHEAT,"150,000","180,000","39,780,000","30,000"
2011,ALABAMA,CORN,"255,000","270,000","180,120,000","15,000"
2011,ALABAMA,COTTON,"443,000","460,000","303,482,000","17,000"
2011,ALABAMA,SOYBEANS,"295,000","300,000","116,820,000","5,000"
2011,ALABAMA,WHEAT,"190,000","220,000","95,980,000","30,000"
2011,FLORIDA,CORN,"65,000","70,000","22,823,000","5,000"
2011,FLORIDA,COTTON,"118,000","122,000","85,908,000","4,000"
2011,FLORIDA,SOYBEANS,"16,000","18,000","4,752,000","2,000"
2011,FLORIDA,WHEAT,"8,000","12,000","2,429,000","4,000"
2011,GEORGIA,CORN,"320,000","345,000","313,389,000","25,000"
2011,GEORGIA,COTTON,"1,495,000","1,600,000","1,116,941,000","105,000"
2011,GEORGIA,SOYBEANS,"135,000","155,000","35,937,000","20,000"
2011,GEORGIA,WHEAT,"200,000","250,000","84,896,000","50,000"
2011,LOUISIANA,CORN,"573,000","580,000","469,395,000","7,000"
2011,LOUISIANA,COTTON,"290,000","295,000","228,110,000","5,000"
2011,LOUISIANA,SOYBEANS,"980,000","1,020,000","423,360,000","40,000"
2011,LOUISIANA,WHEAT,"240,000","250,000","106,596,000","10,000"
2011,MISSISSIPPI,CORN,"745,000","810,000","582,131,000","65,000"
2011,MISSISSIPPI,COTTON,"605,000","630,000","562,752,000","25,000"
2011,MISSISSIPPI,SOYBEANS,"1,800,000","1,830,000","842,400,000","30,000"
2011,MISSISSIPPI,WHEAT,"310,000","335,000","142,848,000","25,000"
2011,NORTH CAROLINA,CORN,"850,000","870,000","481,958,000","20,000"
2011,NORTH CAROLINA,COTTON,"800,000","805,000","442,740,000","5,000"
2011,NORTH CAROLINA,SOYBEANS,"1,360,000","1,380,000","501,908,000","20,000"
2011,NORTH CAROLINA,WHEAT,"590,000","670,000","291,672,000","80,000"
2011,SOUTH CAROLINA,CORN,"344,000","360,000","141,570,000","16,000"
2011,SOUTH CAROLINA,COTTON,"301,000","303,000","229,190,000","2,000"
2011,SOUTH CAROLINA,SOYBEANS,"360,000","370,000","110,160,000","10,000"
2011,SOUTH CAROLINA,WHEAT,"180,000","190,000","75,492,000","10,000"
2011,TEXAS,CORN,"1,690,000","2,050,000","884,220,000","360,000"
2011,TEXAS,COTTON,"2,868,500","7,570,000","1,375,920,000","4,701,500"
2011,TEXAS,SOYBEANS,"90,000","165,000","20,520,000","75,000"
2011,TEXAS,WHEAT,"1,900,000","5,300,000","348,650,000","3,400,000"
2011,VIRGINIA,CORN,"470,000","490,000","263,990,000","20,000"
2011,VIRGINIA,COTTON,"115,000","116,000","69,206,000","1,000"
2011,VIRGINIA,SOYBEANS,"550,000","560,000","266,200,000","10,000"
2011,VIRGINIA,WHEAT,"240,000","270,000","109,567,000","30,000"
2012,ALABAMA,CORN,"302,000","310,000","207,574,000","8,000"
2012,ALABAMA,COTTON,"378,000","380,000","259,618,000","2,000"
2012,ALABAMA,SOYBEANS,"335,000","340,000","220,095,000","5,000"
2012,ALABAMA,WHEAT,"185,000","220,000","72,585,000","35,000"
2012,FLORIDA,CORN,"73,000","75,000","34,500,000","2,000"
2012,FLORIDA,COTTON,"107,000","108,000","73,248,000","1,000"
2012,FLORIDA,SOYBEANS,"20,000","21,000","10,920,000","1,000"
2012,FLORIDA,WHEAT,"15,000","20,000","3,969,000","5,000"
2012,GEORGIA,CORN,"340,000","345,000","440,820,000","5,000"
2012,GEORGIA,COTTON,"1,280,000","1,290,000","1,072,742,000","10,000"
2012,GEORGIA,SOYBEANS,"215,000","220,000","117,720,000","5,000"
2012,GEORGIA,WHEAT,"230,000","290,000","83,950,000","60,000"
2012,LOUISIANA,CORN,"535,000","540,000","632,661,000","5,000"
2012,LOUISIANA,COTTON,"225,000","230,000","159,002,000","5,000"
2012,LOUISIANA,SOYBEANS,"1,115,000","1,130,000","762,166,000","15,000"
2012,LOUISIANA,WHEAT,"275,000","285,000","92,978,000","10,000"
2012,MISSISSIPPI,CORN,"805,000","820,000","910,355,000","15,000"
2012,MISSISSIPPI,COTTON,"470,000","475,000","362,723,000","5,000"
2012,MISSISSIPPI,SOYBEANS,"1,950,000","1,970,000","1,272,375,000","20,000"
2012,MISSISSIPPI,WHEAT,"320,000","345,000","124,944,000","25,000"
2012,NORTH CAROLINA,CORN,"860,000","870,000","717,631,000","10,000"
2012,NORTH CAROLINA,COTTON,"580,000","585,000","428,652,000","5,000"
2012,NORTH CAROLINA,SOYBEANS,"1,580,000","1,590,000","873,740,000","10,000"
2012,NORTH CAROLINA,WHEAT,"740,000","810,000","285,980,000","70,000"
2012,SOUTH CAROLINA,CORN,"323,000","330,000","283,650,000","7,000"
2012,SOUTH CAROLINA,COTTON,"298,000","299,000","215,472,000","1,000"
2012,SOUTH CAROLINA,SOYBEANS,"370,000","380,000","182,410,000","10,000"
2012,SOUTH CAROLINA,WHEAT,"220,000","235,000","77,539,000","15,000"
2012,TEXAS,CORN,"1,740,000","1,850,000","1,423,644,000","110,000"
2012,TEXAS,COTTON,"3,807,500","6,508,000","1,675,200,000","2,700,500"
2012,TEXAS,SOYBEANS,"110,000","125,000","41,756,000","15,000"
2012,TEXAS,WHEAT,"2,900,000","5,600,000","643,104,000","2,700,000"
2012,VIRGINIA,CORN,"480,000","510,000","263,165,000","30,000"
2012,VIRGINIA,COTTON,"85,000","86,000","69,854,000","1,000"
2012,VIRGINIA,SOYBEANS,"580,000","590,000","341,040,000","10,000"
2012,VIRGINIA,WHEAT,"240,000","280,000","113,510,000","40,000"
2013,ALABAMA,CORN,"304,000","320,000","204,249,000","16,000"
2013,ALABAMA,COTTON,"359,000","365,000","231,941,000","6,000"
2013,ALABAMA,SOYBEANS,"430,000","440,000","241,295,000","10,000"
2013,ALABAMA,WHEAT,"285,000","310,000","134,705,000","25,000"
2013,FLORIDA,CORN,"113,000","115,000","46,787,000","2,000"
2013,FLORIDA,COTTON,"127,000","131,000","68,880,000","4,000"
2013,FLORIDA,SOYBEANS,"30,000","32,000","14,514,000","2,000"
2013,FLORIDA,WHEAT,"19,000","25,000","6,446,000","6,000"
2013,GEORGIA,CORN,"500,000","510,000","420,709,000","10,000"
2013,GEORGIA,COTTON,"1,340,000","1,370,000","918,720,000","30,000"
2013,GEORGIA,SOYBEANS,"230,000","235,000","123,890,000","5,000"
2013,GEORGIA,WHEAT,"360,000","430,000","140,400,000","70,000"
2013,LOUISIANA,CORN,"673,000","680,000","591,141,000","7,000"
2013,LOUISIANA,COTTON,"128,000","130,000","122,680,000","2,000"
2013,LOUISIANA,SOYBEANS,"1,120,000","1,130,000","727,888,000","10,000"
2013,LOUISIANA,WHEAT,"255,000","265,000","105,009,000","10,000"
2013,MISSISSIPPI,CORN,"840,000","860,000","737,704,000","20,000"
2013,MISSISSIPPI,COTTON,"287,000","290,000","281,273,000","3,000"
2013,MISSISSIPPI,SOYBEANS,"1,990,000","2,010,000","1,208,328,000","20,000"
2013,MISSISSIPPI,WHEAT,"385,000","400,000","154,524,000","15,000"
2013,NORTH CAROLINA,CORN,"905,000","930,000","605,715,000","25,000"
2013,NORTH CAROLINA,COTTON,"460,000","465,000","299,659,000","5,000"
2013,NORTH CAROLINA,SOYBEANS,"1,450,000","1,480,000","636,333,000","30,000"
2013,NORTH CAROLINA,WHEAT,"925,000","990,000","331,113,000","65,000"
2013,SOUTH CAROLINA,CORN,"345,000","350,000","201,814,000","5,000"
2013,SOUTH CAROLINA,COTTON,"250,000","258,000","141,523,000","8,000"
2013,SOUTH CAROLINA,SOYBEANS,"310,000","320,000","117,506,000","10,000"
2013,SOUTH CAROLINA,WHEAT,"265,000","280,000","85,860,000","15,000"
2013,TEXAS,CORN,"2,170,000","2,350,000","1,363,128,000","180,000"
2013,TEXAS,COTTON,"3,108,500","5,809,000","1,493,194,000","2,700,500"
2013,TEXAS,SOYBEANS,"92,000","105,000","29,560,000","13,000"
2013,TEXAS,WHEAT,"2,350,000","6,300,000","484,547,000","3,950,000"
2013,VIRGINIA,CORN,"485,000","510,000","266,112,000","25,000"
2013,VIRGINIA,COTTON,"77,000","78,000","58,129,000","1,000"
2013,VIRGINIA,SOYBEANS,"600,000","610,000","300,300,000","10,000"
2013,VIRGINIA,WHEAT,"290,000","335,000","124,242,000","45,000"
2014,ALABAMA,CORN,"294,000","300,000","169,931,000","6,000"
2014,ALABAMA,COTTON,"348,000","350,000","189,004,000","2,000"
2014,ALABAMA,SOYBEANS,"470,000","480,000","188,000,000","10,000"
2014,ALABAMA,WHEAT,"225,000","255,000","92,374,000","30,000"
2014,FLORIDA,CORN,"70,000","75,000","19,710,000","5,000"
2014,FLORIDA,COTTON,"105,000","107,000","61,471,000","2,000"
2014,FLORIDA,SOYBEANS,"37,000","39,000","14,160,000","2,000"
2014,FLORIDA,WHEAT,"10,000","15,000","1,989,000","5,000"
2014,GEORGIA,CORN,"345,000","350,000","219,759,000","5,000"
2014,GEORGIA,COTTON,"1,370,000","1,380,000","806,774,000","10,000"
2014,GEORGIA,SOYBEANS,"290,000","300,000","121,800,000","10,000"
2014,GEORGIA,WHEAT,"230,000","300,000","60,295,000","70,000"
2014,LOUISIANA,CORN,"392,000","400,000","296,186,000","8,000"
2014,LOUISIANA,COTTON,"168,000","170,000","121,394,000","2,000"
2014,LOUISIANA,SOYBEANS,"1,395,000","1,410,000","859,116,000","15,000"
2014,LOUISIANA,WHEAT,"150,000","160,000","56,730,000","10,000"
2014,MISSISSIPPI,CORN,"495,000","510,000","380,434,000","15,000"
2014,MISSISSIPPI,COTTON,"420,000","425,000","340,476,000","5,000"
2014,MISSISSIPPI,SOYBEANS,"2,190,000","2,210,000","1,252,680,000","20,000"
2014,MISSISSIPPI,WHEAT,"215,000","230,000","71,703,000","15,000"
2014,NORTH CAROLINA,CORN,"830,000","840,000","431,402,000","10,000"
2014,NORTH CAROLINA,COTTON,"460,000","465,000","319,037,000","5,000"
2014,NORTH CAROLINA,SOYBEANS,"1,730,000","1,750,000","705,840,000","20,000"
2014,NORTH CAROLINA,WHEAT,"770,000","830,000","230,446,000","60,000"
2014,SOUTH CAROLINA,CORN,"291,000","295,000","127,764,000","4,000"
2014,SOUTH CAROLINA,COTTON,"278,000","280,000","166,003,000","2,000"
2014,SOUTH CAROLINA,SOYBEANS,"440,000","450,000","158,620,000","10,000"
2014,SOUTH CAROLINA,WHEAT,"220,000","230,000","54,912,000","10,000"
2014,TEXAS,CORN,"2,200,000","2,250,000","1,301,778,000","50,000"
2014,TEXAS,COTTON,"4,616,000","6,217,000","1,739,868,000","1,601,000"
2014,TEXAS,SOYBEANS,"135,000","155,000","49,641,000","20,000"
2014,TEXAS,WHEAT,"2,250,000","6,000,000","432,000,000","3,750,000"
2014,VIRGINIA,CORN,"475,000","500,000","197,925,000","25,000"
2014,VIRGINIA,COTTON,"86,000","87,000","70,756,000","1,000"
2014,VIRGINIA,SOYBEANS,"640,000","650,000","250,272,000","10,000"
2014,VIRGINIA,WHEAT,"260,000","290,000","101,483,000","30,000"
2015,ALABAMA,CORN,"254,000","260,000","134,696,000","6,000"
2015,ALABAMA,COTTON,"307,000","315,000","181,623,000","8,000"
2015,ALABAMA,SOYBEANS,"490,000","500,000","179,806,000","10,000"
2015,ALABAMA,WHEAT,"220,000","260,000","77,044,000","40,000"
2015,FLORIDA,CORN,"75,000","80,000","26,790,000","5,000"
2015,FLORIDA,COTTON,"83,000","85,000","53,832,000","2,000"
2015,FLORIDA,SOYBEANS,"29,000","33,000","8,816,000","4,000"
2015,FLORIDA,WHEAT,"15,000","25,000","2,677,000","10,000"
2015,GEORGIA,CORN,"325,000","330,000","190,067,000","5,000"
2015,GEORGIA,COTTON,"1,120,000","1,130,000","752,268,000","10,000"
2015,GEORGIA,SOYBEANS,"310,000","325,000","123,303,000","15,000"
2015,GEORGIA,WHEAT,"145,000","215,000","28,681,000","70,000"
2015,LOUISIANA,CORN,"391,000","400,000","266,760,000","9,000"
2015,LOUISIANA,COTTON,"112,000","115,000","61,508,000","3,000"
2015,LOUISIANA,SOYBEANS,"1,390,000","1,430,000","555,083,000","40,000"
2015,LOUISIANA,WHEAT,"92,000","110,000","16,146,000","18,000"
2015,MISSISSIPPI,CORN,"500,000","510,000","343,858,000","10,000"
2015,MISSISSIPPI,COTTON,"315,000","320,000","238,694,000","5,000"
2015,MISSISSIPPI,SOYBEANS,"2,270,000","2,300,000","1,014,962,000","30,000"
2015,MISSISSIPPI,WHEAT,"120,000","150,000","29,146,000","30,000"
2015,NORTH CAROLINA,CORN,"780,000","790,000","356,357,000","10,000"
2015,NORTH CAROLINA,COTTON,"355,000","385,000","156,835,000","30,000"
2015,NORTH CAROLINA,SOYBEANS,"1,730,000","1,820,000","480,525,000","90,000"
2015,NORTH CAROLINA,WHEAT,"570,000","650,000","148,029,000","80,000"
2015,SOUTH CAROLINA,CORN,"273,000","295,000","98,171,000","22,000"
2015,SOUTH CAROLINA,COTTON,"136,000","235,000","52,526,000","99,000"
2015,SOUTH CAROLINA,SOYBEANS,"370,000","475,000","84,813,000","105,000"
2015,SOUTH CAROLINA,WHEAT,"160,000","170,000","33,120,000","10,000"
2015,TEXAS,CORN,"2,220,000","2,300,000","1,116,990,000","80,000"
2015,TEXAS,COTTON,"4,515,000","4,817,000","1,564,992,000","302,000"
2015,TEXAS,SOYBEANS,"115,000","130,000","25,116,000","15,000"
2015,TEXAS,WHEAT,"3,550,000","6,100,000","501,615,000","2,550,000"
2015,VIRGINIA,CORN,"425,000","450,000","195,615,000","25,000"
2015,VIRGINIA,COTTON,"84,000","85,000","40,017,000","1,000"
2015,VIRGINIA,SOYBEANS,"620,000","630,000","188,232,000","10,000"
2015,VIRGINIA,WHEAT,"210,000","260,000","75,537,000","50,000"
2016,ALABAMA,CORN,"322,000","330,000","137,214,000","8,000"
2016,ALABAMA,COTTON,"343,000","345,000","240,605,000","2,000"
2016,ALABAMA,SOYBEANS,"410,000","420,000","128,970,000","10,000"
2016,ALABAMA,WHEAT,"170,000","230,000","52,955,000","60,000"
2016,FLORIDA,CORN,"75,000","80,000","22,794,000","5,000"
2016,FLORIDA,COTTON,"102,000","103,000","63,786,000","1,000"
2016,FLORIDA,SOYBEANS,"29,000","31,000","9,135,000","2,000"
2016,FLORIDA,WHEAT,"17,000","25,000","1,989,000","8,000"
2016,GEORGIA,CORN,"380,000","410,000","217,668,000","30,000"
2016,GEORGIA,COTTON,"1,165,000","1,180,000","753,408,000","15,000"
2016,GEORGIA,SOYBEANS,"240,000","260,000","72,720,000","20,000"
2016,GEORGIA,WHEAT,"110,000","180,000","20,493,000","70,000"
2016,LOUISIANA,CORN,"551,000","620,000","335,775,000","69,000"
2016,LOUISIANA,COTTON,"137,000","140,000","89,791,000","3,000"
2016,LOUISIANA,SOYBEANS,"1,190,000","1,230,000","573,110,000","40,000"
2016,LOUISIANA,WHEAT,"20,000","25,000","3,825,000","5,000"
2016,MISSISSIPPI,CORN,"730,000","750,000","447,005,000","20,000"
2016,MISSISSIPPI,COTTON,"430,000","435,000","367,886,000","5,000"
2016,MISSISSIPPI,SOYBEANS,"2,020,000","2,040,000","963,782,000","20,000"
2016,MISSISSIPPI,WHEAT,"50,000","65,000","10,728,000","15,000"
2016,NORTH CAROLINA,CORN,"980,000","1,000,000","493,528,000","20,000"
2016,NORTH CAROLINA,COTTON,"255,000","280,000","108,333,000","25,000"
2016,NORTH CAROLINA,SOYBEANS,"1,660,000","1,690,000","569,380,000","30,000"
2016,NORTH CAROLINA,WHEAT,"355,000","420,000","67,099,000","65,000"
2016,SOUTH CAROLINA,CORN,"363,000","375,000","164,021,000","12,000"
2016,SOUTH CAROLINA,COTTON,"183,000","190,000","77,040,000","7,000"
2016,SOUTH CAROLINA,SOYBEANS,"405,000","420,000","121,532,000","15,000"
2016,SOUTH CAROLINA,WHEAT,"50,000","60,000","9,331,000","10,000"
2016,TEXAS,CORN,"2,800,000","2,900,000","1,201,484,000","100,000"
2016,TEXAS,COTTON,"5,215,000","5,667,000","2,593,296,000","452,000"
2016,TEXAS,SOYBEANS,"145,000","165,000","41,174,000","20,000"
2016,TEXAS,WHEAT,"2,800,000","5,000,000","317,184,000","2,200,000"
2016,VIRGINIA,CORN,"470,000","490,000","201,280,000","20,000"
2016,VIRGINIA,COTTON,"72,000","73,000","29,616,000","1,000"
2016,VIRGINIA,SOYBEANS,"600,000","610,000","203,040,000","10,000"
2016,VIRGINIA,WHEAT,"175,000","210,000","44,056,000","35,000"
2017,ALABAMA,CORN,"242,000","250,000","156,980,000","8,000"
2017,ALABAMA,COTTON,"430,000","435,000","265,939,000","5,000"
2017,ALABAMA,SOYBEANS,"345,000","350,000","155,526,000","5,000"
2017,ALABAMA,WHEAT,"100,000","150,000","35,420,000","50,000"
2017,FLORIDA,CORN,"72,000","75,000","24,722,000","3,000"
2017,FLORIDA,COTTON,"98,000","99,000","52,454,000","1,000"
2017,FLORIDA,SOYBEANS,"14,000","15,000","4,213,000","1,000"
2017,FLORIDA,WHEAT,"14,000","20,000","2,072,000","6,000"
2017,GEORGIA,CORN,"280,000","290,000","178,948,000","10,000"
2017,GEORGIA,COTTON,"1,270,000","1,280,000","794,880,000","10,000"
2017,GEORGIA,SOYBEANS,"150,000","155,000","61,425,000","5,000"
2017,GEORGIA,WHEAT,"70,000","160,000","13,489,000","90,000"
2017,LOUISIANA,CORN,"491,000","500,000","333,592,000","9,000"
2017,LOUISIANA,COTTON,"217,000","220,000","137,957,000","3,000"
2017,LOUISIANA,SOYBEANS,"1,250,000","1,270,000","654,750,000","20,000"
2017,LOUISIANA,WHEAT,"13,000","20,000","2,512,000","7,000"
2017,MISSISSIPPI,CORN,"510,000","520,000","344,925,000","10,000"
2017,MISSISSIPPI,COTTON,"625,000","630,000","465,024,000","5,000"
2017,MISSISSIPPI,SOYBEANS,"2,170,000","2,190,000","1,127,098,000","20,000"
2017,MISSISSIPPI,WHEAT,"25,000","45,000","6,018,000","20,000"
2017,NORTH CAROLINA,CORN,"880,000","890,000","500,976,000","10,000"
2017,NORTH CAROLINA,COTTON,"367,000","375,000","239,198,000","8,000"
2017,NORTH CAROLINA,SOYBEANS,"1,690,000","1,700,000","638,820,000","10,000"
2017,NORTH CAROLINA,WHEAT,"375,000","450,000","95,906,000","75,000"
2017,SOUTH CAROLINA,CORN,"341,000","350,000","187,850,000","9,000"
2017,SOUTH CAROLINA,COTTON,"248,000","250,000","151,152,000","2,000"
2017,SOUTH CAROLINA,SOYBEANS,"390,000","400,000","137,826,000","10,000"
2017,SOUTH CAROLINA,WHEAT,"75,000","90,000","15,986,000","15,000"
2017,TEXAS,CORN,"2,390,000","2,450,000","1,176,000,000","60,000"
2017,TEXAS,COTTON,"5,513,000","6,914,000","3,009,600,000","1,401,000"
2017,TEXAS,SOYBEANS,"185,000","210,000","60,921,000","25,000"
2017,TEXAS,WHEAT,"2,350,000","4,700,000","255,563,000","2,350,000"
2017,VIRGINIA,CORN,"475,000","500,000","180,880,000","25,000"
2017,VIRGINIA,COTTON,"83,000","84,000","62,712,000","1,000"
2017,VIRGINIA,SOYBEANS,"590,000","600,000","241,428,000","10,000"
2017,VIRGINIA,WHEAT,"145,000","210,000","44,979,000","65,000"
